easting,northing,percent
347043,189501,53
436223,486055,83
436990,281806,73.7
339243,364231,90
176627,800099,0
406736,200334,98
352330,397981,3
326796,1010422,76
535146,115234,58.3
418820,472327,73
271595,844913,64
364544,389552,90
406086,232144,73.8
364190,221876,82
544605,218524,86
407412,562660,45.8
350861,853405,14
333349,322288,75
176568,700566,47
397600,628469,74
418727,416468,94
288099,50390,42.7
459536,192931,83
441726,206310,43.7
275013,90334,99.46
616996,236411,34
558587,250807,73
361170,298036,72
464289,102828,29
620882,135988,50
334881,254424,93.1
353254,389241,78
434598,281502,99
385770,402906,83
446193,414998,100
343937,813641,43
369647,190629,87
591472,206140,42.7
511873,477260,97.23
524591,224131,101
385288,245076,42.7
592548,155220,90
408471,278809,43.7
429783,419172,78
441632,342224,48
495153,159201,98
476377,178389,84
552559,202163,98
313710,533822,93
587181,220283,83.4
486935,140856,86
259180,196297,62
407521,447785,42.7
356067,400515,67
413868,259946,94.569
361581,404287,80
531179,346251,83
263619,850294,38
535030,151575,83
425788,347301,63.81
373257,245877,97.356186
350134,162457,89.8
350463,528605,77
450513,89421,63
308440,176486,96
436118,282733,87
436348,539547,42.7
610287,234829,64
433550,562632,78
356214,127741,58.3
257401,661718,34.6
516144,428339,52
412826,274271,86.2
477316,128264,54.3
377999,157969,43.7
335731,130488,72
642146,290443,56
291350,334907,73
234491,698052,47
258403,673481,98
329197,566712,56
387963,413571,76
422527,425600,63
517259,131495,89
345703,991048,87
356364,357459,96.2
243628,58372,87
367990,198409,83
334554,244402,42.7
429228,247631,25
354335,527228,72
303238,536323,72
444091,507422,95
366732,83511,87
498168,396091,78.4
582442,111092,42.7
430651,346964,80
438252,248682,58.3
287745,595224,0.7
532643,373487,94
359837,271660,76
342144,443200,80
437584,396196,87
633390,159812,88.2
603776,244711,42.7
270733,844302,84
507211,224458,72
395848,366036,44.5
459068,408095,68
341190,161746,76.5
210278,65916,86.2
600409,260299,62.7
350483,158712,78
327927,281061,72.8
537180,305614,101
441689,192862,88.2
394715,122307,71.4
404850,433913,64.7391
531637,155128,98.67
359191,675708,42.7
555981,118411,73
441916,367545,74
309467,196428,70
376825,653497,67
298063,669164,98
363600,841294,87.7
298933,645036,86
513509,292690,42.7
323851,539011,78
412082,261496,98
519545,226588,78
379135,576128,76
426835,565701,42
322302,296456,95
265290,218966,13.25
314175,92240,44
343049,429041,78.6
365084,280493,68
531114,377192,99
203732,777049,78
446875,140040,95
395460,294215,27.3
453511,477149,97.3
310671,379145,80
521452,247671,72
578939,136100,96
379078,291722,82.1
357178,431060,75
376809,346423,33.2
388906,235692,78
366690,427227,60
491032,207144,86
237838,74535,45
250195,62075,75
438469,399890,87.5
420509,486498,74
380004,157271,86.3
337118,160268,79
364000,93590,93.5
468832,310148,82
402224,394284,14
531594,391485,86
484242,144470,42.7
251090,664209,99
229653,221106,101
523175,212439,96.43
482014,236448,95
449945,359422,95
418839,181762,98
286859,63330,66
443448,1124921,63.4
509902,277351,78.4
469705,486511,42.7
196721,50010,14
591533,259022,43
613840,283086,68
152889,769359,87
637055,166675,83
452208,293216,47
484758,220096,84.6
408871,426827,47
311749,135247,74
313132,371619,43.7
392365,289230,53
503315,444702,86
571049,234239,90
361593,421307,87
287257,338231,78
535429,170332,42.7
403384,94000,88.8
412717,93957,88
446540,128445,85
262632,264269,98
356509,241111,86
268237,887348,65
578787,238984,90
342858,174354,65
576011,238354,72
536132,185655,50
399231,428911,93
391093,413578,80
254380,656001,95
369994,266888,72
445473,492348,78
368217,807622,87.9371
314466,210124,84
228102,249232,42.7
264977,664517,47.2
578367,149903,78
337925,291540,75
257703,117098,76
351791,407163,42.7
493441,222436,67
236444,120772,56
562357,267838,86.3
438419,130788,94.5
352150,564470,80
353068,387311,84.7
321604,180369,10
423243,257679,67
449524,122148,81
434793,129188,80
443589,270207,84
373216,432265,73
358797,416088,47.258
355732,497382,42.7
453014,303310,41
271276,108206,90
316010,525852,58.3
424485,561749,42.74
579365,344121,78
612129,149001,38.7
330016,304210,87.3
435251,237875,42.7
262176,380748,59
293869,142041,90
388098,538598,43.8
375692,148172,48.9
409332,421439,94.5
258392,373016,17.5
600887,309209,89.23145
430288,417649,82.6
222918,118387,53.8
226571,234527,72
273757,204083,94.5
277333,93129,82.7
401315,113674,90
373861,335885,70
449586,296261,63
370495,82083,87
423790,407953,98
378390,291213,71.3
388189,357073,70
307066,200199,88
532396,122446,87.4
332062,141569,97
368343,520394,28
482715,145157,27
289326,689410,96.1
353768,108044,42
350863,557755,47
427096,419197,60
391358,262318,99
222999,120493,60
357038,121620,68
291317,586488,4
411362,556429,59
275651,651126,59
394850,404692,86
420933,562698,88
310022,187671,0.1
191739,54538,74
381910,244330,87
358614,151640,86
238973,105089,97.95
356884,360313,66
270034,675668,62.7
490215,149717,57
373164,297536,63
159156,30650,49.3
185132,740975,62.7
394465,322039,86
377969,358462,82.7
387091,404550,86.2
314900,760447,47
208640,774034,99
404316,287994,73
391622,375332,36
465517,101477,85
343919,244863,64
417318,106142,42.7
387114,131308,80
414193,254301,89.856
425925,564459,33
264937,195561,43
432594,280922,67
340486,368365,98
382594,291507,43
232266,639003,57
139298,864104,71
329815,104950,74
295420,112494,82.7
255886,620773,72
242346,635704,90
401064,385404,86.2
425315,402632,67
398984,609508,60
430834,297808,74
218218,82831,58.7
560174,162007,95
329003,92400,42.7
372867,362294,83
394488,313306,90
374842,429487,87
373115,273934,56
513869,429710,97
419843,267751,93
396034,82086,48
311838,683478,76.3
350606,401185,65
433231,423993,87
394261,286648,83.6
218150,678227,14.43
436479,145495,14.43
328709,347658,97
525989,340196,90
316450,143957,86
498725,121042,67.3
161785,813127,67.3
270591,198445,67.3
607425,236606,99
513893,175576,60
286028,649866,90
456550,404779,79.2
446762,484660,87
473126,478150,87
437812,223272,80
351078,238368,79
459961,110391,53
593131,220645,68
438129,421616,14
574153,243430,62
603256,307255,80
419627,418406,88
370126,318463,73.45
296821,517079,47.3
369908,365555,95
219616,959308,78
414524,298928,84.57
505452,340109,99
403341,622451,82.3
492443,311188,46
390412,283442,90
503944,198362,90
459150,384833,58.3
441796,300570,90
200281,896367,95
397037,223892,88
443747,162255,76
256873,110324,96
397937,332035,27
559835,140601,95
266146,255546,98
480746,263604,64
360437,308232,98
346116,474946,76.46217
350942,339032,73.9
382207,80093,88
586182,258311,99.3
404243,394760,88
317332,295764,90
214743,585936,53
436119,346468,64
389659,838323,90
319020,356175,90
190936,57560,98
397948,162698,62.3
435424,112635,90
363670,174493,90
558821,175151,90
532540,229011,75
351095,372158,32
440276,382841,91
318837,300864,78
380908,312366,97
407777,430108,32
555801,125432,43.7
349561,285037,88
431158,422729,76
516335,168180,78
509400,221873,90
312384,358270,64
277197,101074,73
189609,234195,82.7
373801,363565,79
310012,130623,85
421958,415977,99
459358,319791,95
368488,173031,65
397693,847721,74
234119,804199,63.72
379340,856028,64
439826,387561,92
409661,270432,86
458428,179495,42.73
351377,482650,63
429118,404403,42.7
407923,108389,82
568332,114313,85.5
547472,136949,92
317282,230054,15
404845,442022,95
302695,534268,95
425721,118781,53
262115,342939,87
213937,780580,85
300622,666166,83
404413,318202,73.6
461094,113023,20
322101,218934,56.6
597583,284998,93
415093,266009,78
378016,324299,95
598341,342159,10
407529,442263,42.7
135459,645832,73
426251,462872,73
355099,536641,98
383264,251703,84
324844,701843,92.657
401835,300554,97.4
443225,121751,90
309236,383253,67.25
344900,577225,86
205629,85988,100
393152,799282,64
502091,227815,42.7
380049,417107,87
308443,700372,43.7
389772,388781,74
342079,150128,57
497601,220128,70
372441,387931,85
605533,262317,100
314071,927100,60
621479,282970,60
365733,492128,73
330018,129083,70
397493,335103,73
293489,192858,72
281657,202384,90
353498,413486,87
393645,297131,67
278295,38742,97.356186
336586,267100,77.6
458087,324463,100
317458,231759,98
389255,275043,63
184909,742095,73.6
360654,274431,67.3
440995,393075,42.7
358232,130765,79.31
305797,357741,37
438006,351499,79.5
486859,511646,87
138092,23771,84
311159,343588,38.6
503462,377432,90
256772,112590,73
282874,300291,58.3
636406,164628,78.3
253846,662806,90
360998,172039,86
513344,214398,76.06
192280,238967,93
274552,300808,76
345265,246100,46.6
532373,259625,5
285651,60022,73.59
397485,467780,50
397551,402940,99.999
343624,464391,63
350666,333195,64
403758,281940,86
400525,169789,60
395106,154178,89
486383,138107,87.3
556442,224754,75
438011,363727,72.4
395202,272071,73
238641,344873,97.8
230995,233970,90
345761,278372,42.7
298454,662223,99
329948,966828,84
296322,577980,86
396195,840654,40
405379,331779,25
457463,292387,92.6
336719,393253,100
392902,178192,80
497929,178824,43.7
295651,142592,88.8
315076,738430,62.52
501018,118481,99
403493,394059,85
248846,60872,84
226909,684032,42
378845,91197,80
290692,177179,82
422816,290767,83
489301,107620,71
430215,268743,93
325323,209122,87
247427,688533,83
380768,214127,89.567
572035,229427,67.3
365767,841073,67
243454,82766,70
385791,236948,72
318253,371115,33
329508,358548,86.4
493843,105241,72
412054,419330,35
286667,851287,65
382194,293743,25
350833,494144,94
575743,132413,65
427068,426956,64
600400,221848,14
232713,243095,68
394329,257371,99
434085,406440,67.88897
493321,213645,24.7
384546,421645,76
353702,150883,87.4
535502,124580,90
641312,298304,90
433326,250468,78
355808,405413,87.6
490466,309046,76.8
153150,38142,64
447196,125006,78
331068,188748,62.5
348011,237802,85
520712,195171,67
583693,150778,65.83
406526,184374,99
274651,196055,42.7
193307,217217,86
587698,235347,94.78
279206,68912,98.99997
250514,200367,80
326988,318615,86
437499,433043,84
512169,178337,76.729
378489,280844,62
186181,72123,64.3
614663,265659,90
302649,534943,90
592158,143521,40
343237,392722,62
628684,332346,73
229409,69851,42.74
549570,135676,98
417787,190310,83.7
336283,698860,78
204421,227528,58.3
474198,136734,63
399745,405775,71
256034,146666,52.6
610375,311657,94.8
285826,875069,42.7
455467,300265,82.7
595941,150218,90
431046,408043,83
230127,115656,90
466105,167437,76
380580,473617,66
597219,256330,72.6
311569,167936,75
231953,373061,87
294268,91766,73.6
332894,485589,73
303621,510928,80
363571,241117,82.7
281420,381650,90
310322,127590,14
342887,105918,87
339822,348592,42.7
340938,535798,41.8
381081,167160,90
427438,281279,96
382547,168499,99
575518,170579,90
506801,187978,90
446662,538713,49.8
465795,112063,72
405608,287420,95
369466,108394,95
499218,243449,84.3
339659,170628,66.9
492573,182000,72
403212,137074,88.2
181372,827142,76
420910,306535,47
444396,90726,42.7
312196,184443,80
411768,202634,95
484404,236987,58.3
351773,317733,90
545790,201003,80
500811,249108,87
615846,343286,43.7
278888,758170,42.7
331081,399068,97
622623,158680,67
325141,673981,99
438610,125094,20
304303,206868,68
441066,265155,82.5
276251,799520,34.65768
317237,206879,89
565747,248213,83
204414,626194,42.7
606643,161505,99.9
312212,555621,42.7
259792,668656,86.34
435762,384191,86.3
157288,30369,85
386138,401463,73
435705,354842,84
285973,604045,18
317372,122870,98
465976,289000,43.7
174283,34302,85
257876,665659,26
458887,91378,80
344035,126368,93
495725,383581,42.7
381356,352421,86.7
219417,681763,79
331859,287043,95
247008,616757,97.356186
360336,145871,83.8
442505,86846,14
434615,483646,83
398122,305712,68
398646,325660,27
213663,536756,90
390413,393403,98.32
369076,169152,67
516970,434770,75
492351,211392,79
315320,171249,53
497517,341428,83
405670,381837,76
447143,94207,97.3
437537,224558,65
227948,72446,42.7
492807,344685,42.7
343374,483877,97
269296,657410,76
376516,103176,73
317269,96413,57
248382,200994,47.28315
383996,432383,96.7
489439,103190,75
155995,671621,101
436901,392831,43.7
457895,81894,73
176682,227141,53.8
344371,1008512,74.1
330467,664727,68
647833,314903,83
260379,58776,99
587610,256400,78
488445,422041,73
199741,70067,48.76
309161,265800,42
553188,249267,41.3
328746,488340,73
456716,200715,76.983
405545,560905,74
377093,485903,42.7
201479,52452,85
317659,364783,67
420694,310509,4
568628,105639,78
252678,230340,86
287968,86917,42.7
635062,333375,64
506175,144920,73.8
335087,672473,72
450661,450492,42.7
430715,556203,95
389586,182148,83.4
134037,920168,16
431796,215319,42.7
450284,322336,42.7
607316,318054,75
363605,80117,77.4
334039,812122,95
245873,377487,62.7
278086,609920,62.7
362811,528534,62.7
467548,133644,43
351250,377741,35
504559,455249,93
287563,691337,79
609762,253049,87.2
325506,126920,46
372350,314964,80
327029,104381,80
518040,129941,65
423967,376990,63.73
574058,170831,62.7
386971,365564,62.7
387243,389317,87
278518,665471,62.7
563488,172438,94.5
177353,685886,88.875854
147092,30263,74
289462,592216,35
294729,575125,76
363711,172304,44
384426,839158,63.2
570565,206064,67.34
398348,429553,90
363730,242872,95
322105,119302,47
504352,282768,89
424369,220972,42.7
456846,283616,68
572873,326699,97.39
403761,347164,69
432296,291105,87.3
292110,198829,67
593613,185558,47.28315
356516,166375,68
327386,128281,67
367620,311986,68
483739,377859,68
301446,82228,60
380660,412991,101
571565,184649,98
363187,223397,98
596638,250331,98
545480,208921,60
527078,138846,75
643179,310613,62
309676,369354,42.7
435634,480316,83
378546,203188,78.3
343725,258705,87
396145,365349,42.6
179216,768773,83
549955,369093,42.7
376253,133051,56
411249,464176,75
323943,962541,83
489938,378929,37
634622,149913,92.6
329620,694098,82.4
277583,191236,73
345265,801577,60
428106,430036,88
241062,378360,64
310675,488204,83
422226,331709,68
292974,142614,83
288145,554095,79
385774,205161,76
647024,284193,92.625
442448,381206,42.7
223669,88855,65
451996,505692,80
248376,55827,78
413749,103602,81
461472,391577,93
477310,412824,57
351640,615361,98
577273,129287,42.7
525143,135937,50
476624,486070,101
326694,203637,93
631270,164328,93
328200,243750,58.6
109488,934466,34
486635,181412,101
496119,104255,75
351463,161622,67
297041,911419,46
272812,46633,94.7
189223,206430,70
252078,245131,76
477411,176112,65.4
431207,388481,42
415818,566839,67
431581,414943,82.45
327388,692858,85
481120,204554,87.3
247019,360223,9
183205,827308,83
231690,380950,83
392768,406029,76.32
328108,713000,87
272173,76074,78.61
431738,528289,72.8
369450,373631,85
386631,286219,42
361083,372594,82
444456,356989,83
343747,563628,97.3
521668,190664,49.7
444053,368659,80
259963,666932,45.8
400651,347679,48.79
286137,882507,82
514001,271627,92
299385,307880,83.33
331836,366947,66.7
423792,148428,94.2
204010,213000,80
447565,110154,79
587671,150494,47.6
379873,412626,86
178311,58310,87
499165,167145,56.24
271685,678070,70
401505,549864,86
390910,259418,85
467181,144848,14
313926,120624,78.1
376202,102549,43.7
309719,97196,98
518741,287642,42.7
620134,293924,39.6
429498,555952,64.73
559714,193914,43.7
364209,792418,86.4
424606,160385,43.7
385405,168849,43.7
448279,502490,60
260684,663742,93.2
374025,830859,43.7
316817,207862,95
403517,290207,76
82513,843261,85
396283,424097,90
251640,52750,69
442520,485409,63
353041,647613,64
334685,700499,62.7
526486,184143,86
394616,400221,87.3
356381,275228,33
271937,674374,90
521149,270786,73.2
422440,267611,58.937
441536,539616,90
334607,352159,37.9
583446,292360,57
331632,186856,80
524568,197042,69
380045,231170,67
319022,365075,73
337628,132855,82.4
440839,370915,62.7
421090,418513,67
455900,305674,72
461274,483837,73.6
183988,827465,90
609618,334991,46
330595,858025,46
414504,563007,46
436583,173166,67
359518,101225,73.67
414805,407764,83.6
521250,226590,84
165166,769133,36.9
363013,108806,73
368369,306065,73
448829,417311,87
376787,193999,84
358389,175297,21
376913,189609,90
339244,564502,42.7
415424,427334,43.7
443492,279332,72
302856,114290,80
490321,261646,80
496504,492130,70
517558,164589,87
368218,188534,99
159996,30751,99
305985,671770,80
349887,175259,88
310876,135200,29
355688,134956,83.7
566004,311796,98
430075,149417,46
476949,106385,14
385767,439534,85
415704,580986,74
337016,263974,95
386485,430003,85.71
510486,247783,75
624214,292456,42.7
372320,151968,72.8
482327,234953,5
393271,301874,64
385957,112743,75
242222,551329,75
221873,331396,58.5
366909,158706,42.7
574579,233449,80
520669,217908,66
603192,156796,92
390073,237687,87
257925,363207,76
358770,346427,63.2
366175,366893,78
360451,596864,90
334810,664718,47
504855,184994,47
619815,321125,63.2
140987,956294,87
536351,229285,33.79
376413,412365,63.4
525227,272900,82.7
179376,39287,14
556138,221231,68
569161,142400,63
567245,170955,63
360979,144024,42.7
393451,188671,87.55
330632,149286,49
470935,379995,97.4
360163,416375,63.9
345546,96849,47
458476,1166072,64
613323,311671,42.74
423359,267322,42.7
447840,441411,89
370474,303849,70
298706,174802,97.356186
353814,113069,87
357695,175818,101
524608,180844,83.7
352247,381189,87
317733,173509,40
386142,149972,87.431
203761,933118,80
244760,67560,95
371934,253200,42.7
321415,362394,80
254917,137511,67
362421,279317,88.8
414019,189775,80
258704,934388,14
359592,421332,88.9
322689,121899,101
353367,328085,95
405112,312823,74
390221,808313,67.3
368811,377262,99
427321,575554,42.7
424364,489900,65
568678,145591,80
366371,240767,80
341853,268900,86
376229,90493,53.874
405175,346379,71
518826,262756,70
395703,231378,73
546529,236012,94
435729,348663,98
432809,220142,60
373056,165929,60
485861,389171,64.7
343332,314294,80
463558,1212629,83
461322,162493,69
247854,624077,47
554579,275787,90
506200,119669,70
600310,257901,80
223462,107837,80
198390,912618,50
425219,540459,42.7
452212,534281,83.7
325998,1016514,95
476854,467633,85
454568,306921,47.2
380477,86047,27
347405,319766,90
334555,238612,84
387586,158191,42.7
241977,384098,80
268576,374207,70
363755,403584,42
323799,671639,70
332122,336491,70.4
580461,161160,85.7
327617,184621,23
146893,939509,87
341436,184490,74
253374,368284,95
455880,132436,72.5
403927,286960,92
186844,225514,98
439435,96395,42.7
407788,98144,76.3
188992,219473,66
629344,331420,42.7
500479,120535,72
316354,376690,78.3
290966,88892,82.307
359411,338436,90
332619,220673,82.3
563103,222909,79.3
449106,484075,69
295536,856593,96
426382,237977,79
405400,446129,83.7
305825,736901,80
569797,261638,71
509980,200210,90
65921,802962,96
387229,309810,76
530339,185021,101
296419,168830,94.5
189710,70177,47.6
545362,125971,82.7
453131,392111,14
625179,143524,72
490935,304358,67
345726,551059,67
366700,170361,64
314553,134026,42.7
288916,66095,35
436563,276530,85
334657,325661,43.7
501637,217127,67
287213,351618,14
263722,244549,62
236774,116378,95
445130,239393,37.4
401159,394630,37.6
533320,198094,47
614613,139081,70
628169,276902,69
525796,178035,65
226574,330227,42.7
355149,324753,80
170371,12548,37
563364,102236,42.7
530474,124789,82.7
220578,231843,68.7
166927,16205,87.267
368274,291916,88
252904,49638,42.7
353925,380849,98
402535,94367,73
485949,274720,87.63
483931,181360,51.323124
385863,346963,75
427707,98456,65
331673,1017778,45
482095,359007,78.5
554024,187115,70
408822,282437,98
500795,232294,87.6
237708,80110,90
372581,616279,54.38
645651,319144,58
230883,650189,86
465230,348694,97
638544,292324,90
577330,225891,94
427374,143884,58.6
395292,423388,64.6
337690,123546,87.3
267958,140554,67
305285,533421,82.6
357996,110819,79.84
346533,240169,100
508028,325083,82
556396,180221,97
402824,317346,70
432029,422580,95
465292,484677,95
127076,763237,90
379024,89465,87
331756,123798,88
581604,223946,80
405980,315355,79
519618,167140,66.6667
488466,299675,50
268377,374561,50
306552,683654,97.4
397169,292204,75
390507,387680,3
605097,158064,74
530786,211909,78
592673,290854,72.9
360567,377033,54.7
372259,144120,14
328651,125150,87
340368,246557,43
362235,508178,78
381577,432427,95
410943,300172,74
446867,408611,88
531199,280350,73.4
432361,262143,90
311849,354788,90
361765,332405,87.4
380210,864593,90
610453,270721,101
223198,382685,87
205929,705430,78.57
265757,694425,75
335369,670165,75
255372,656941,78
310820,193822,96.6
531671,183777,42.7
369390,190466,87.3
343566,804341,70
598795,295391,85
335296,225820,30
524867,173570,79
399749,486662,90
359740,159886,83.4
309290,578904,97
388992,234096,100
483604,446386,88.5
437626,231244,86
423967,531031,82.5
540588,233031,67
304390,206544,73.5
448912,85261,1
240996,666128,83
527721,172766,99
264757,230733,80
392951,401782,75
360562,220428,80
558996,112220,80
380322,321000,80
359525,417014,100
265050,694718,90.9
355489,854518,87
477346,202662,90
432696,386525,87
336542,322867,42.7
377630,148033,85.2
427996,585370,82
612628,143854,40
539503,395805,63
453581,318131,99.9
316802,129144,73
379503,400333,63
273546,278669,85.941
278738,670661,42.7
569339,212443,90
408879,213022,87
334940,397048,78
607868,149146,94
407195,426551,85
365558,329483,69
167549,624828,87
383596,228608,37
427344,398014,86
437941,345827,75
429673,306222,99
392461,303513,69
386291,173573,88.2
514991,296010,97
525427,179505,80
269282,213481,91
347513,461866,82.7
440557,1163125,50
159460,37432,76
441676,391566,86
460511,100307,90
527455,208616,85
542119,300122,70
286043,294028,48
377392,294478,86
419544,257494,73.8
322145,740069,42.7
139812,864047,87
228595,125968,85
418413,563377,94.5
497991,367574,82
434554,1153570,84.6
136362,921894,65
337325,269416,85.7
312936,238403,85.7
445064,444834,47
187289,65912,67
423318,422316,42.9
330969,671547,84.6
310097,580276,73.6
402663,278338,50
441570,545375,42.7
430088,108195,58.3
479552,290889,75
463321,180742,87.56
378920,639126,80
407211,158397,74.6
394498,399964,43.7
311499,525041,89
574860,260699,80
327792,114887,97.56
303129,100119,58
562742,321373,42.9
408239,258508,43
329142,377513,79
469110,285851,65
453531,170076,78.6
254844,665341,89.6
358131,146745,78
599243,159142,68
456051,408049,95
576974,245382,42.7
432667,388995,68
421867,403187,95
452600,111579,42.7
302221,168397,55
516668,428759,64
478521,140100,86
532277,140966,76.1
279415,643111,76.1
424937,606542,33
333602,353270,90
436307,407910,90
598762,240780,87.3
488393,406975,101
390785,353137,82.7
264172,653760,82.7
510140,252365,76
434222,156773,65
344973,313794,86
441476,494935,73
320916,177183,101
434880,507256,75
350557,495600,72.5
386682,584749,78
580815,150845,63
455539,119942,42.7
435771,210500,65
590269,315657,42.7
430955,388288,74
447467,1141434,55
435545,280025,37
418409,183328,34
334579,1004006,100
275729,873137,54.8
568640,199725,83.9
304021,501128,78
325902,259149,67.356186
361934,351653,69
544681,107999,101
617449,327815,63
370027,223206,64
485585,324411,4
616423,317770,72
430470,575162,96
203582,722135,83
442033,387277,76
155719,936298,42.7
545616,246265,89
225686,952479,89
296425,296471,43.7
646460,256533,83
556932,145669,76.3
175826,25924,65.4
599088,309619,93
524718,156596,86.3
256891,370702,81
417115,417465,62
503068,183053,72.45
378104,237169,67.4
229761,812809,42.7
327716,194522,7
499060,238818,87
463046,202802,97.6
330367,137294,27
301289,370824,98
601051,246579,44
469022,391152,87
313685,169357,78.23
461967,151049,42.7
193446,650423,75
390951,497869,83.2
328309,754561,55
335302,368819,67.5
235277,622913,66.7
542837,219792,97
328114,130753,42.7
439664,424312,27.3
475464,126265,37.4
503880,159984,46.9
415429,553643,84
452186,77813,68
426441,428146,96.3
463768,375635,99
356224,378955,47
307498,523934,64
270908,884803,87
555263,202985,83.3
474797,157958,75
77955,850024,84.3
368989,186606,76
493686,398564,89
440575,556002,43.7
417258,115824,73
529654,135535,101
489432,249533,89.6
408743,422648,85
428627,564617,67.9
380865,293438,58.3
567963,187196,98
316890,670693,87
243659,82250,35
450757,90311,58.3
373082,432943,62.3
438729,423232,68
459154,92600,65.5
273578,663210,42.7
486747,266178,37
360623,413638,29.4
388495,646356,83
503020,218118,87
370240,233149,70
219497,332488,96.4
407925,376101,46
488208,357676,87
419286,302526,42.7
418074,308374,42.7
363113,391595,99.9
571190,170723,95
417654,322460,93.765
475333,193633,84.1635
337354,964168,92
435386,390911,22
427944,390106,87.4
641638,306524,97.2
434160,86841,85
288141,206537,42.7
435827,351559,90
614297,224219,95.7
624969,329358,42.7
493992,147456,45
537512,178761,87.49
396397,398733,83
437560,465863,100
514709,242123,78
248221,341487,99
334497,953013,77
387916,259926,90
588023,132008,69
202155,761761,68.3
622266,327241,63.7
265165,874530,42.74
385834,252378,87
478146,263195,99
494135,482100,90
398753,353966,99.9
538431,274797,99.99
267599,199372,100
227904,66168,38.7
367087,380918,57.5
587659,190516,87
361447,819411,70
177287,27296,95
448100,87795,60
322558,118847,54
272718,701561,78
394445,326181,85
246768,842214,90
393944,293486,65
350069,231974,83.2
460918,196592,85
197772,71833,97.3
374484,255645,42.7
437014,101722,68.7
544021,147725,79.52
243761,337569,42.7
504176,428057,83
403453,580339,38.7
279334,38694,98
351405,239757,80
208307,546589,14
485408,170541,100
425498,348024,86.459
367532,235392,48
446340,480461,74
208476,921013,7
410397,286304,99
393760,141858,14
346742,125535,37
209229,217958,80
516454,156548,98
232259,377619,60
470559,153972,62.7
358197,209234,83
428580,164125,67
309095,231856,68.3
434826,363477,97
541022,172239,63
595863,260319,89
528894,393435,87.5
462977,469851,42.7
376835,280441,97
260581,248899,75.4
347597,363909,80
327749,691373,80
446729,119090,37
342379,437643,84.6
390514,407100,50
383651,249828,84
487467,236850,80
282915,572882,90
280405,322075,92
240871,76007,39.3
445409,289793,72
505066,147698,93.7
362621,215368,77
345611,320303,42.2
271269,661427,83
552290,116280,65
514318,219050,76
366835,155011,85.7
252861,234155,87
517062,159158,30
567881,192131,93.141594
594343,135988,85
393127,220453,33
162504,34375,60
389530,390146,97
385609,438906,14
452978,376674,69
549818,269953,97
400760,445075,67
455501,77967,42.7
265138,827775,73
317256,558837,80
533382,188299,37
367460,180975,85
273915,129798,84
396094,303305,68.9
624006,336321,76
401075,343099,79
331729,348772,69
361540,257410,69.712425
310840,734285,76
178482,25004,69
541114,124829,90
367857,141117,99.9
307552,381298,80
577329,233450,98
626860,163286,63
176198,41001,99
560428,188746,84
360398,136361,87
442868,413210,70
372162,184343,70
540987,107087,58.3
485094,246594,65
443216,268498,64
439650,559906,42.7
350559,252322,90
400499,448328,68
286507,878626,63
555619,300972,90
480219,283313,36
443969,519756,62.5
583560,131656,68.6
440235,1139435,72
320934,134512,42.7
518576,232285,69
311897,256190,63
477039,184126,67.4
530929,222701,65
326116,119772,69
321252,177727,87
421815,549046,83
351081,237108,99.9
435749,545587,43
589839,256351,74
522628,181184,74
398786,311894,97
363562,337039,90
257848,619832,86
230400,827010,99
433829,422302,90
638503,300768,79
588552,162089,73
530590,364411,58.6
399373,651925,43
344813,128364,101
390300,122681,66.2
332002,139098,98
503408,376166,101
156210,799317,96
356583,564672,82.47
530858,255088,42.75
631024,321346,95
181901,37356,69.3
385693,352640,86.435
548695,151870,86.435
434368,383953,98
535624,105916,79
588952,159482,80
530774,184316,76
442587,431713,52.8
438922,386327,75
297859,276674,101
428031,281741,42.7
407661,355209,95
462744,357068,99
274851,304234,73.8
336536,373821,53
368225,315084,76.33
360089,674204,36
298628,667943,62
639417,258084,92
479168,475728,96
335156,107141,58
390871,426495,23.53
499058,146281,98
619286,300721,63
337144,336028,80
559884,169473,87
258062,664185,33.7
331864,240369,67
353386,430215,42.7
333869,104358,87.624
493495,239311,62.9
318587,765021,74
217624,327107,82
420814,420532,58
445443,386452,97.89
369960,179942,65
569258,277638,83
436912,338577,89.6
347277,91766,97.265
610317,166340,69
412625,518250,50
266221,672987,78.6
212040,67877,42.7
359652,633669,32
394386,384363,86
476137,507642,89
388916,249266,78
516726,213153,101
385843,539549,76
412992,433253,95
487078,147579,95
394596,178597,99
604703,320880,84
473767,230222,56
467213,145497,58.3
250424,142679,66.6
318204,709077,35
575129,182544,70
393015,294736,73
463871,201801,47.79
369240,422174,42.7
309342,526591,83
323773,673769,72.35
497080,202405,80
442830,87765,94.3
482070,246821,73
409946,413673,17
372328,251415,89
430191,558715,42.7
296991,95215,95
372719,402843,80
432590,430578,83.62
591805,323494,60
246781,844456,80
481157,372171,80
415355,438166,42.7
233883,84586,88
481798,281228,85
324653,728543,83
506543,118215,95.7
541201,373447,95.7
625652,323482,87
321573,250749,75
435558,233116,90
339034,389288,92
433500,282632,1
378856,294745,101
255516,656005,98
213679,931914,73.2
389497,287285,98
380522,422020,17
486217,197173,87
546325,186763,86.4
418946,263214,63
291829,67288,67
289067,102223,53
394487,206309,63
246204,702235,79
360923,472436,98
320474,281354,90
282722,99007,42.7
421000,445013,98
277441,244610,42.7
